|6.6.6
fo_1373-2273-10
           2
 T(K)
   1373.15000000000
   10.0000000000000
          91
 P(bar)
   1.00000000000000
   1.00000000000000
           1
          29
      T(K)           P(bar)   g(J/mol)       h(J/mol)       log10[Keq]     s(J/mol/K)     cp(J/mol/K)    v(J/mol/bar)   alpha(1/K)     beta(1/bar)    N(g/mol)       rho(kg/m3)     Gruneisen_T    Ks(bar)        KsT(bar/K)     KsP            Gs(bar)        GsT(bar/K)     GsP            v0(km/s)       v0T(km/s/K)    v0P(km/s/bar)  vp(km/s)       vpT(km/s/K)    vpP(km/s/bar)  vs(km/s)       vsT(km/s/K)    vsP(km/s/bar)  cp/cv
  1763.150       1.000000      -2447080.      -1775115.       72.49559       381.1162       191.2125       4.625712      0.2127043E-03  0.4519985E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1773.150       1.000000      -2450896.      -1773202.       72.19917       382.1980       191.3554       4.627843      0.2132193E-03  0.4530544E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1783.150       1.000000      -2454724.      -1771288.       71.90639       383.2746       191.4972       4.629979      0.2137364E-03  0.4541152E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1793.150       1.000000      -2458562.      -1769372.       71.61719       384.3459       191.6378       4.632120      0.2142557E-03  0.4551809E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1803.150       1.000000      -2462411.      -1767455.       71.33150       385.4120       191.7775       4.634266      0.2147771E-03  0.4562517E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1813.150       1.000000      -2466270.      -1765536.       71.04927       386.4730       191.9160       4.636417      0.2153006E-03  0.4573274E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1823.150       1.000000      -2470140.      -1763617.       70.77044       387.5290       192.0536       4.638574      0.2158264E-03  0.4584083E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1833.150       1.000000      -2474021.      -1761695.       70.49496       388.5799       192.1901       4.640736      0.2163543E-03  0.4594942E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1843.150       1.000000      -2477912.      -1759773.       70.22276       389.6258       192.3256       4.642903      0.2168845E-03  0.4605853E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
  1853.150       1.000000      -2481813.      -1757849.       69.95379       390.6668       192.4601       4.645075      0.2174169E-03  0.4616815E-05   0.000000       0.000000                NaN   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
